FEATURE1,FEATURE2,FEATURE3,FEATURE4,FEATURE5,FEATURE6,FEATURE7,FEATURE8,FEATURE9,FEATURE10,FEATURE11,FEATURE12,FEATURE13,FEATURE14,FEATURE15,FEATURE16,FEATURE17,FEATURE18,FEATURE19,FEATURE20,FEATURE21,FEATURE22,FEATURE23,FEATURE24,FEATURE25,FEATURE26,FEATURE27,FEATURE28
2,44,25,0,0,0,0,0,0,1,0,18,252,0,1,0,1,0,0,0,0,100,1300,2,0,1,1,0
1,65,22,0,0,0,0,0,0,2,0,19,274,0,0,0,0,0,0,0,0,40,600,1,0,0,0,1
1,40,24,0,1,0,1,0,0,1,0,18,262,0,0,0,0,0,0,0,0,50,700,2,0,0,1,0
1,52,25,0,0,0,1,0,0,2,0,14,146,0,0,0,0,0,0,0,1,40,600,2,0,0,0,1
1,44,23,0,0,0,1,0,0,1,0,17,218,0,0,0,0,1,0,0,0,80,1000,2,0,0,1,0
2,63,26,0,0,0,0,0,0,2,0,19,287,0,0,0,0,1,0,0,1,60,800,1,0,1,0,1
1,54,26,0,0,0,1,0,0,1,0,12,113,0,0,0,0,0,0,0,1,60,800,2,0,0,1,0
1,57,25,1,0,0,0,3,1,2,0,16,191,0,0,0,0,1,0,0,0,70,900,2,0,0,0,1
1,53,22,0,0,0,1,0,0,1,0,12,113,0,0,0,0,0,0,0,0,50,700,1,0,0,1,0
1,53,22,0,0,0,0,0,0,2,0,17,217,0,0,0,0,1,0,0,0,40,600,1,0,0,0,1
2,26,22,0,0,0,0,0,0,1,0,13,124,0,0,0,0,0,1,0,1,50,700,1,0,1,1,0
1,48,28,0,0,0,0,0,0,2,0,15,176,0,0,0,0,0,1,0,1,90,1100,2,0,0,0,1
1,50,22,0,0,0,0,0,0,1,0,16,210,0,0,0,0,0,0,0,0,70,900,2,0,0,1,0
1,39,25,0,0,0,0,0,0,2,0,21,389,0,1,0,1,0,0,0,1,100,1600,1,0,0,0,1
1,35,24,0,0,0,0,0,0,1,0,16,208,0,0,0,0,0,0,0,0,70,900,2,0,0,1,0
2,49,23,0,1,0,0,2,1,2,0,14,152,0,0,0,0,0,0,0,0,40,600,2,0,1,0,1
1,45,23,0,0,0,0,0,0,1,0,19,275,1,0,1,0,1,0,0,0,40,600,1,1,0,1,0
1,42,24,0,0,0,0,0,0,2,0,18,261,0,0,0,0,0,0,0,0,70,900,2,0,0,0,1
1,49,27,0,0,0,0,0,0,1,0,18,249,0,0,0,0,0,0,0,0,80,1000,2,0,0,1,0
2,61,23,0,0,0,1,0,0,2,0,17,233,1,0,1,0,1,0,0,0,40,600,2,1,1,0,1
2,53,26,0,0,0,1,1,1,1,0,21,392,0,0,0,0,0,0,0,1,60,800,1,0,1,1,0
1,42,22,0,0,0,0,0,0,2,0,12,118,0,0,0,0,1,0,0,0,50,700,2,0,0,0,1
1,36,27,0,0,0,1,0,0,1,0,20,350,0,0,0,0,0,0,0,0,60,800,1,0,0,1,0
2,59,24,0,0,0,0,0,0,2,0,16,206,0,0,0,0,0,0,0,1,100,1600,1,0,1,0,1
1,55,28,0,0,0,1,3,1,1,0,16,196,0,1,0,1,0,0,0,1,90,1100,1,0,0,1,0
2,51,23,0,0,0,0,0,0,2,0,15,167,1,0,1,0,0,0,0,0,60,800,2,1,1,0,1
1,32,24,0,0,0,1,0,0,1,0,18,255,0,0,0,0,0,0,0,0,60,800,1,0,0,1,0
2,45,22,0,0,0,1,2,1,2,0,19,275,0,0,0,0,0,0,0,0,80,1000,2,0,1,0,1
1,65,28,0,0,0,1,0,0,1,0,20,345,0,0,0,0,0,0,0,0,70,900,2,0,0,1,0
1,64,24,0,0,1,1,0,0,2,0,21,376,1,0,1,0,1,0,0,0,80,1000,1,1,0,0,1
1,29,27,0,0,0,0,0,0,1,0,14,152,0,0,0,0,0,1,0,1,120,1000,2,0,0,1,0
1,58,26,0,0,0,0,0,0,2,0,15,182,1,0,1,0,0,1,0,1,140,1600,2,1,0,0,1
2,48,21,1,0,0,0,0,0,1,0,21,379,0,0,0,0,0,0,0,0,90,1100,1,0,1,1,0
1,56,24,0,0,0,0,0,0,2,0,21,367,0,0,0,0,1,0,0,0,80,1000,2,0,0,0,1
2,41,22,0,0,0,1,2,1,1,0,14,148,0,0,0,0,0,0,0,0,80,1000,2,0,1,1,0
1,54,22,0,0,0,0,0,0,3,1,14,147,1,0,1,0,1,0,1,0,40,600,2,1,0,1,1
2,51,27,0,0,0,1,2,1,1,0,12,103,0,0,0,0,0,0,0,0,70,900,1,0,1,1,0
1,49,21,0,0,0,0,1,1,2,0,16,203,0,0,1,0,0,0,0,0,80,1000,2,1,0,0,1
1,47,25,0,0,0,0,0,0,1,0,21,374,1,0,1,0,0,0,0,0,70,900,1,0,0,1,0
1,42,21,0,0,0,1,0,0,2,0,13,129,0,0,0,0,1,0,0,1,80,1000,1,0,0,0,1
1,51,24,0,0,0,0,0,0,1,0,21,366,0,1,0,1,0,0,0,0,90,1100,1,0,0,1,0
2,48,27,0,0,0,1,0,0,3,1,14,147,0,1,0,1,0,0,1,0,90,1100,2,0,1,1,1
1,41,23,0,0,0,0,0,0,1,0,16,211,0,0,0,0,0,0,0,0,80,1000,2,0,0,1,0
1,57,25,1,0,0,1,0,0,3,1,18,264,0,0,0,0,1,0,1,0,80,1000,1,0,0,1,1
1,39,27,0,0,0,1,0,0,1,0,13,123,0,0,0,0,0,0,0,0,100,1300,1,0,0,1,0
1,45,22,0,0,0,0,0,0,2,0,14,157,1,0,1,0,1,0,0,0,100,1000,2,1,0,0,1
2,38,27,0,0,0,0,0,0,1,0,15,170,0,0,0,0,0,0,0,0,40,600,2,0,1,1,0
1,43,27,0,0,0,1,0,0,2,0,14,152,1,0,1,0,1,0,0,0,50,700,1,1,0,0,1
1,58,28,0,0,0,1,0,0,1,0,18,244,0,0,0,0,0,0,0,0,50,700,2,0,0,1,0
1,40,23,0,0,0,0,0,0,2,0,21,386,1,0,1,0,1,0,0,0,55,750,2,1,0,0,1
2,58,26,0,0,1,1,0,0,1,0,21,396,0,0,0,0,0,0,0,0,45,650,2,0,1,1,0
1,52,25,0,0,0,0,0,0,2,0,18,257,0,0,0,0,0,1,0,0,65,850,1,0,0,0,1
1,52,26,0,0,0,0,0,0,1,0,13,138,0,0,0,0,0,1,0,1,55,750,1,0,0,1,0
1,49,24,0,0,0,0,0,0,2,0,17,229,0,0,1,0,0,0,0,0,95,1150,2,1,0,0,1
2,62,22,0,0,0,0,0,0,1,0,15,178,0,0,0,0,1,0,0,0,45,650,1,0,1,1,0
1,38,26,0,0,0,1,1,1,2,0,19,283,0,0,0,0,0,0,0,0,45,650,1,0,0,0,1
1,60,23,0,0,0,0,0,0,1,0,16,192,0,0,0,0,1,0,0,0,85,1800,1,0,0,1,0
1,50,28,0,0,0,0,0,0,2,0,14,159,1,0,1,0,1,1,0,0,85,1050,2,1,0,0,1
1,52,22,0,0,0,0,0,0,1,0,13,134,0,0,0,0,0,1,0,0,105,1250,1,0,0,1,0
2,40,28,0,0,0,0,1,1,2,0,13,140,0,0,0,0,0,0,0,1,45,650,2,0,1,0,1
1,53,23,0,0,0,1,2,1,1,0,21,373,0,0,0,0,0,0,0,1,65,1300,1,0,0,1,0
1,65,28,1,0,0,1,0,0,3,1,17,221,0,0,0,0,0,0,1,0,55,750,2,0,0,1,1
2,41,23,0,0,0,1,0,0,3,1,17,235,0,1,0,1,0,0,1,0,135,850,2,0,1,1,1
1,37,22,0,0,0,0,0,0,2,0,18,245,0,0,0,0,1,0,0,0,65,850,1,0,0,0,1
1,60,24,1,0,0,1,0,0,1,0,20,351,0,0,0,0,0,0,0,0,95,1150,2,0,0,1,0
1,56,21,0,0,1,0,0,0,2,0,14,149,1,0,0,0,0,0,0,0,65,850,2,0,0,0,1
2,54,27,0,0,0,1,0,0,1,0,21,386,0,0,0,0,0,0,0,0,75,950,2,0,1,1,0
1,27,26,0,0,0,1,0,0,2,0,21,396,0,0,0,0,1,0,0,1,65,850,1,0,0,0,1
1,55,28,0,0,0,0,0,0,1,0,13,133,1,0,1,0,0,0,0,0,75,950,1,0,0,1,0
1,60,23,0,0,0,1,0,0,2,0,21,378,0,0,0,0,0,0,0,0,85,1050,2,0,0,0,1
1,50,28,0,0,0,0,0,0,1,0,20,346,0,0,0,0,1,0,0,0,105,1250,2,0,0,1,0
1,49,23,0,1,0,1,0,0,2,0,21,382,0,0,0,0,0,0,0,0,95,1150,1,0,0,0,1
1,50,24,0,0,0,1,0,0,1,0,17,219,0,0,0,0,0,0,0,0,45,650,2,0,0,1,0
2,64,26,0,0,0,1,0,0,2,0,18,248,0,0,0,0,1,0,0,0,95,1600,2,0,1,0,1
1,38,24,0,0,0,0,0,0,1,0,18,254,0,0,0,0,0,0,0,0,85,1050,2,0,0,1,0
1,60,25,0,0,0,0,0,0,2,0,17,234,0,0,0,0,0,0,0,0,45,650,1,0,0,0,1
1,58,25,0,0,0,1,0,0,3,1,20,345,1,1,1,1,1,0,1,1,115,1350,2,1,0,1,1
2,68,26,0,0,1,1,0,0,2,0,18,256,0,0,0,0,0,0,0,1,85,1050,2,0,1,0,1
1,71,21,0,0,0,0,0,0,1,0,13,128,0,1,0,1,0,0,0,0,105,1250,1,0,0,1,0
1,38,22,0,0,0,0,0,0,2,0,12,112,0,0,0,0,0,0,0,1,105,1600,1,0,0,0,1
1,52,27,0,0,0,1,0,0,3,1,14,147,1,1,1,1,0,0,1,0,85,1050,1,0,0,1,1
1,61,26,0,0,0,1,0,0,2,0,15,175,0,0,0,0,0,0,0,0,85,1050,2,0,0,0,1
1,65,28,0,0,0,1,2,1,1,0,18,263,0,0,0,0,0,0,0,0,55,750,2,0,0,1,0
1,50,23,0,0,0,1,1,1,2,0,15,180,1,0,1,0,0,1,0,0,45,650,1,1,0,0,1
2,32,26,0,0,0,0,0,0,1,0,14,162,1,0,1,0,1,1,0,1,95,1150,2,0,1,1,0
1,55,24,0,0,1,0,1,1,2,0,21,371,0,0,1,0,0,0,0,0,95,1300,1,1,0,0,1
1,60,21,0,0,0,1,1,1,1,0,18,248,0,0,0,0,0,0,0,0,85,1000,1,0,0,1,0
1,62,27,1,0,0,0,0,0,2,0,17,235,0,0,0,0,0,0,0,0,85,1050,2,0,0,0,1
1,39,25,0,0,0,0,0,0,1,0,14,148,0,0,0,0,0,0,0,0,75,950,2,0,0,1,0
2,38,25,0,0,0,1,0,0,2,0,20,350,1,0,1,0,1,0,0,0,55,750,1,1,1,0,1
1,49,27,0,0,0,1,0,0,3,1,12,106,0,1,0,1,0,0,1,0,85,1050,2,0,0,1,1
1,45,27,0,0,0,1,0,0,2,0,21,389,0,0,0,0,0,0,0,0,95,1600,2,0,0,0,1
1,60,23,0,0,0,0,0,0,1,0,12,117,0,0,0,0,0,0,0,0,45,650,2,0,0,1,0
2,59,25,0,0,0,0,0,0,2,0,21,374,1,0,1,0,1,0,0,1,55,750,1,1,1,0,1
1,55,27,0,1,0,1,0,0,1,0,14,160,0,0,0,0,0,0,0,0,45,650,1,0,0,1,0
1,47,27,0,0,0,1,0,0,2,0,17,229,1,0,1,0,1,0,0,0,45,650,2,1,0,0,1
2,54,25,0,0,0,0,0,0,1,0,12,117,0,0,0,0,0,0,0,0,45,650,1,0,1,1,0
1,30,24,0,0,0,0,0,0,2,0,21,393,0,0,0,0,0,0,0,0,65,850,2,0,0,0,1
2,63,27,1,0,1,0,0,0,1,0,15,182,1,0,1,0,1,0,0,0,75,950,2,1,1,1,0
1,33,24,0,0,0,1,0,0,2,0,18,256,0,0,0,0,0,0,0,0,95,1150,1,0,0,0,1
2,57,28,0,0,0,0,0,0,1,0,20,362,0,0,0,0,0,0,0,0,95,1400,2,0,1,1,0
1,39,23,0,0,0,1,0,0,2,0,13,137,1,0,1,0,0,0,0,0,85,1050,2,0,0,0,1
1,45,27,0,0,0,0,0,0,1,0,21,376,0,0,0,0,1,0,0,0,115,1350,1,0,0,1,0
2,39,28,0,0,0,0,0,0,2,0,15,179,0,0,0,0,0,0,0,0,55,750,2,0,1,0,1
1,64,28,0,0,0,1,0,0,3,1,16,192,0,1,0,1,0,0,1,0,55,750,2,0,0,1,1
1,46,28,0,0,0,1,0,0,3,1,18,264,1,0,1,0,0,1,1,0,55,1000,2,0,0,1,1
1,65,23,1,0,0,1,0,0,1,0,21,390,0,0,0,0,0,1,0,0,55,1000,1,0,0,1,0
2,63,27,0,0,0,0,0,0,2,0,18,258,0,0,0,0,1,0,0,0,45,650,2,0,1,0,1
1,54,23,0,0,0,1,0,0,1,0,13,137,0,0,0,0,0,0,0,1,65,850,1,0,0,1,0
1,58,24,0,0,0,0,0,0,2,0,17,227,0,0,0,0,0,0,0,1,85,1050,1,0,0,0,1
1,56,25,0,0,0,0,0,0,1,0,17,223,0,0,0,0,1,0,0,0,65,850,2,0,0,1,0
2,49,26,0,0,0,0,0,0,2,0,21,373,0,0,0,0,0,0,0,0,55,750,2,0,1,0,1
1,60,20,0,0,0,1,0,0,1,0,18,260,0,0,0,0,0,0,0,0,105,1600,1,0,0,1,0
1,64,27,1,1,0,0,1,1,2,0,12,119,0,0,0,0,0,0,0,0,85,1050,2,0,0,0,1
2,49,21,0,0,0,1,0,0,1,0,15,172,0,0,0,0,0,0,0,0,45,650,2,0,1,1,0
1,25,23,0,0,0,1,0,0,2,0,16,210,0,0,0,0,0,0,0,0,95,1150,2,0,0,0,1
1,32,25,0,0,0,1,0,0,3,1,17,219,1,0,1,0,1,0,1,0,105,1600,2,1,0,1,1
1,24,23,0,0,0,1,0,0,2,0,14,148,0,0,0,0,0,0,0,0,95,1150,1,0,0,0,1
2,21,24,0,0,0,1,0,0,3,1,15,186,0,0,0,0,0,0,1,0,105,1800,2,0,1,1,1
2,23,24,0,0,0,1,0,0,2,0,15,181,1,1,1,1,1,0,0,0,85,1050,2,1,1,0,1
1,60,27,0,0,0,0,0,0,1,0,14,147,0,0,0,0,0,0,0,0,35,950,2,0,0,1,0
1,47,24,0,0,0,0,0,0,2,0,13,141,1,0,1,0,0,0,0,0,55,750,1,1,0,0,1
1,42,24,0,0,0,0,0,0,1,0,12,117,0,0,0,0,0,0,0,0,105,1250,1,0,0,1,0
2,35,23,0,0,0,0,0,0,2,0,12,119,0,0,0,0,1,0,0,0,75,950,2,0,1,0,1
1,52,27,0,0,0,0,0,0,1,0,12,113,1,0,1,0,0,0,0,0,105,1250,1,0,0,1,0
1,44,26,0,0,0,0,0,0,2,0,17,222,0,0,0,0,0,0,0,0,95,1150,1,0,0,0,1
2,44,23,0,0,0,1,2,1,1,0,21,396,0,0,0,0,0,0,0,0,45,650,1,0,1,1,0
1,39,25,0,0,0,1,1,1,2,0,12,107,0,0,0,0,0,0,0,0,85,1050,2,0,0,0,1
1,48,20,0,0,0,1,0,0,1,0,15,168,0,0,0,0,0,0,0,0,105,1300,2,0,0,1,0
2,48,25,0,0,0,0,2,1,2,0,21,381,0,0,0,0,0,0,0,0,95,1150,1,0,1,0,1
1,61,23,0,0,0,1,0,0,1,0,17,232,0,1,0,1,1,0,0,0,65,850,1,0,0,1,0
1,50,26,0,0,0,0,0,0,2,0,15,181,0,1,0,1,0,0,0,0,85,1050,2,0,0,0,1
1,42,27,0,0,0,0,0,0,1,0,20,355,0,0,0,0,1,0,0,0,95,1150,2,0,0,1,0
1,36,23,0,0,0,0,0,0,3,1,17,234,0,0,0,0,0,0,1,0,45,650,1,0,0,1,1
2,61,22,0,1,1,0,1,1,1,0,16,197,0,0,0,0,0,0,0,0,105,1250,2,0,1,1,0
1,36,24,0,0,0,0,0,0,2,0,21,369,0,1,0,1,0,0,0,0,55,750,2,0,0,0,1
1,51,25,0,0,0,0,0,0,1,0,20,353,0,0,1,0,1,0,0,1,55,750,2,1,0,1,0
1,36,22,0,0,0,1,0,0,2,0,16,193,1,0,0,0,0,0,0,0,55,750,1,0,0,0,1
2,46,26,0,0,0,1,1,1,1,0,18,244,0,0,0,0,0,0,0,0,85,1050,2,0,1,1,0
1,42,25,0,0,0,1,2,1,2,0,13,135,0,0,0,0,0,0,0,0,55,750,2,0,0,0,1
1,36,23,0,0,0,1,0,0,1,0,15,186,0,0,0,0,0,1,0,0,85,1600,1,0,0,1,0
1,40,25,0,0,0,0,1,1,2,0,21,383,0,0,0,0,0,1,0,0,85,1050,2,0,0,0,1
1,50,22,0,0,0,0,0,0,3,1,12,111,0,0,0,0,0,0,1,1,45,650,1,0,0,1,1
2,51,26,0,0,0,1,2,1,2,0,14,158,0,0,0,0,0,0,0,1,45,1000,1,0,1,0,1
2,60,23,0,0,0,0,0,0,1,0,14,157,1,0,1,0,1,0,0,1,105,1250,2,1,1,1,0
1,49,27,0,0,0,1,2,1,2,0,13,129,0,0,0,0,0,0,0,1,55,750,1,0,0,0,1
1,50,28,0,0,0,1,1,1,1,0,17,220,1,0,1,0,1,0,0,0,85,1050,2,1,0,1,0
2,55,23,0,0,0,0,0,0,2,0,14,163,0,0,0,0,0,0,0,0,85,1050,2,0,1,0,1
1,50,23,0,0,0,1,0,0,1,0,17,219,0,0,0,0,0,0,0,0,45,1300,2,0,0,1,0
2,49,27,0,0,0,0,0,0,2,0,13,135,0,0,0,0,0,0,0,0,95,1150,2,0,1,0,1
1,52,22,0,0,0,1,0,0,1,0,17,231,0,0,0,0,0,0,0,1,65,850,1,0,0,1,0
1,72,26,0,0,1,0,0,0,2,0,18,257,0,1,0,1,1,0,0,0,45,650,2,0,0,0,1
2,66,28,1,0,1,1,1,1,1,0,20,355,0,0,0,0,0,0,0,0,115,1350,1,0,1,1,0
2,43,27,0,0,0,0,0,0,2,0,15,169,0,0,1,0,0,0,0,1,95,1150,2,0,1,0,1
1,58,27,0,0,0,1,0,0,1,0,18,244,0,0,0,0,0,0,0,0,85,1300,2,0,0,1,0
1,49,24,0,0,0,0,0,0,3,1,13,128,0,0,0,0,0,0,1,0,65,850,2,0,0,1,1
1,41,27,0,0,0,0,0,0,1,0,19,293,0,0,0,0,0,0,0,0,95,1150,2,0,0,1,0
2,52,24,0,1,0,1,2,1,2,0,13,125,0,0,0,0,0,0,0,0,75,950,1,0,1,0,1
2,44,27,0,0,0,0,0,0,3,1,17,220,0,0,0,0,0,0,1,0,85,1050,1,0,1,1,1
1,48,24,0,0,0,0,2,1,2,0,16,208,1,0,1,0,1,0,0,1,85,1050,2,1,0,0,1
1,45,23,0,0,0,1,0,0,1,0,16,201,1,0,0,0,0,0,0,0,65,850,2,0,0,1,0
1,57,26,0,0,0,1,0,0,2,0,13,139,0,0,0,0,1,0,0,0,55,1600,2,0,0,0,1
2,55,28,0,0,0,0,0,0,1,0,19,282,0,0,0,0,0,0,0,1,85,1050,1,0,1,1,0
1,50,28,0,0,0,1,0,0,2,0,13,131,0,0,0,0,0,1,0,0,30,1150,2,0,0,0,1
2,52,25,0,0,0,0,0,0,1,0,20,341,1,0,1,0,1,1,0,0,45,650,1,1,1,1,0
2,59,28,0,0,0,1,3,1,2,0,16,201,0,1,0,1,0,0,0,0,45,650,1,0,1,0,1
1,22,22,0,0,0,0,0,0,1,0,17,234,0,0,0,0,0,0,0,0,115,2300,2,0,0,1,0
2,23,27,0,0,0,1,0,0,2,0,18,256,0,0,0,0,1,0,0,0,55,750,1,0,1,0,1
1,36,21,0,0,0,1,1,1,1,0,15,182,0,0,0,0,0,0,0,0,75,950,1,0,0,1,0
2,40,27,0,0,0,0,0,0,2,0,13,131,0,0,0,0,0,0,0,0,30,850,1,0,1,0,1
1,60,27,0,1,0,1,0,0,1,0,14,151,1,0,1,0,1,0,0,0,65,850,2,1,0,1,0
1,54,23,0,0,0,0,0,0,2,0,13,134,0,0,0,0,0,0,0,1,75,950,1,0,0,0,1
2,45,26,0,0,0,0,0,0,1,0,18,248,0,0,1,0,0,0,0,0,95,1150,2,1,1,1,0
2,58,28,0,0,1,1,0,0,2,0,14,157,1,1,1,1,0,0,0,0,45,650,1,0,1,0,1
1,50,28,0,0,0,0,0,0,3,1,21,385,0,0,0,0,0,0,1,1,105,0,1,0,0,1,1
1,56,25,0,0,0,1,0,0,2,0,15,167,0,0,0,0,0,0,0,0,85,1050,1,0,0,0,1
1,21,27,0,0,0,0,0,0,1,0,13,131,0,0,0,0,0,0,0,0,65,850,2,0,0,1,0
2,54,20,0,0,0,0,0,0,2,0,14,161,0,0,0,0,0,0,0,0,85,1050,2,0,1,0,1
1,35,26,0,0,0,1,2,1,1,0,13,124,1,0,1,0,1,0,0,0,30,650,1,1,0,1,0
2,25,20,0,0,0,0,0,0,2,0,21,392,0,0,0,0,0,0,0,0,65,850,2,0,1,0,1
2,54,26,0,0,0,0,0,0,1,0,12,108,0,0,0,0,1,0,0,0,65,850,2,0,1,1,0
1,40,26,0,0,0,1,0,0,2,0,13,134,0,0,0,0,0,0,0,1,95,1150,1,0,0,0,1
1,56,25,0,0,0,0,0,0,1,0,14,160,0,1,0,1,0,0,0,0,75,950,2,0,0,1,0
2,61,22,0,0,0,0,0,0,2,0,17,218,0,0,0,0,0,1,0,0,45,650,2,0,1,0,1
1,47,23,0,0,0,1,0,0,1,0,20,356,1,0,1,0,1,1,0,0,75,1300,2,1,0,1,0
1,35,28,0,0,0,0,0,0,2,0,16,208,0,0,0,0,0,0,0,0,45,1000,1,0,0,0,1
2,53,25,0,0,0,0,0,0,1,0,19,293,1,0,1,0,1,0,0,1,75,950,2,1,1,1,0
1,45,22,0,0,0,1,0,0,3,1,15,182,0,0,0,0,0,0,1,0,45,650,2,0,0,1,1
