FEATURE1,FEATURE2,FEATURE3,FEATURE4,FEATURE5,FEATURE6,FEATURE7,FEATURE8,FEATURE9,FEATURE10,FEATURE11,FEATURE12,FEATURE13,FEATURE14,FEATURE15,FEATURE16,FEATURE17,FEATURE18,FEATURE19,FEATURE20,FEATURE21,FEATURE22,FEATURE23,FEATURE24,FEATURE25,FEATURE26,FEATURE27,FEATURE28
1,44,26,0,1,0,1,1,1,1,0,17,221,0,0,0,0,0,0,0,1,45,650,1,0,0,1,0
1,59,26,0,0,0,0,0,0,2,0,13,131,1,0,1,0,1,0,0,0,105,1250,2,1,0,0,1
2,60,24,0,0,0,1,0,0,1,0,14,157,0,0,0,0,1,0,0,0,75,950,2,0,1,1,0
1,29,26,0,0,0,1,0,0,2,0,14,148,0,1,0,1,0,0,0,0,85,1050,1,0,0,0,1
2,51,23,0,0,0,1,0,0,3,1,17,229,0,0,0,0,0,0,1,1,55,750,2,0,1,1,1
2,50,27,0,0,0,1,2,1,2,0,18,260,1,0,1,0,0,0,0,0,45,650,2,1,1,0,1
2,76,24,0,0,0,0,0,0,1,0,13,135,0,0,0,0,0,0,0,0,30,750,2,0,1,1,0
1,20,25,0,0,0,1,0,0,2,0,18,264,0,0,0,0,0,0,0,0,45,650,1,0,0,0,1
1,28,27,0,0,0,0,0,0,1,0,16,209,0,0,0,0,0,0,0,0,105,1250,1,0,0,1,0
2,47,22,0,0,0,1,3,1,2,0,13,130,0,0,0,0,0,0,0,0,85,1050,2,0,1,0,1
2,55,21,0,0,0,0,0,0,3,1,15,176,0,0,0,0,0,0,1,0,45,650,2,0,1,1,1
1,49,28,0,0,0,0,0,0,3,1,20,361,0,0,0,0,0,0,1,0,85,1050,1,0,0,1,1
1,64,26,0,0,0,1,1,1,1,0,21,370,0,0,0,0,1,0,0,0,105,1600,2,0,0,1,0
2,63,27,1,0,0,1,2,1,2,0,17,235,0,0,0,0,0,1,0,0,75,950,2,0,1,0,1
2,43,22,0,0,0,1,0,0,1,0,17,216,0,0,0,0,0,1,0,0,75,950,1,0,1,1,0
2,55,21,0,0,0,1,0,0,2,0,17,232,1,0,1,0,1,0,0,0,85,1050,2,1,1,0,1
1,49,22,0,0,0,1,0,0,1,0,16,209,0,1,0,1,0,0,0,0,105,1250,2,0,0,1,0
2,40,23,0,0,0,0,0,0,2,0,20,350,0,0,0,0,0,0,0,0,75,950,2,0,1,0,1
1,53,23,0,0,0,0,0,0,3,1,19,286,0,0,0,0,0,0,1,0,105,1600,1,0,0,1,1
2,48,28,0,0,0,1,0,0,2,0,18,252,0,0,0,0,0,0,0,0,85,1050,1,0,1,0,1
1,37,26,0,0,0,1,0,0,1,0,16,202,0,0,0,0,0,0,0,1,45,650,1,0,0,1,0
1,39,24,0,0,0,1,0,0,3,1,17,225,0,0,0,0,0,0,1,0,65,850,2,0,0,1,1
2,37,20,0,0,0,0,0,0,1,0,21,370,0,0,1,0,1,0,0,0,85,1050,2,1,1,1,0
1,48,22,0,0,0,1,2,1,3,1,14,159,0,0,0,0,0,1,1,0,75,950,1,0,0,1,1
1,47,26,0,0,0,0,0,0,1,0,18,256,0,0,0,0,1,1,0,1,55,750,2,0,0,1,0
1,45,25,0,0,0,1,1,1,2,0,12,119,1,0,0,0,0,0,0,0,55,750,2,0,0,0,1
2,58,25,0,0,0,1,0,0,1,0,17,220,0,0,0,0,0,0,0,0,55,750,1,0,1,1,0
1,60,26,0,0,0,0,0,0,2,0,20,348,0,0,0,0,1,0,0,0,45,650,2,0,0,0,1
1,41,26,0,0,0,0,0,0,3,1,12,121,0,0,0,0,0,0,1,1,85,1050,2,0,0,1,1
2,35,21,0,0,0,1,0,0,2,0,12,115,0,0,0,0,0,0,0,1,105,1800,2,0,1,0,1
1,55,27,0,0,1,1,0,0,1,0,14,151,0,0,0,0,0,0,0,0,105,1250,1,0,0,1,0
1,49,24,0,0,0,0,0,0,2,0,14,161,0,0,0,0,0,0,0,0,85,1050,1,0,0,0,1
2,43,23,0,0,0,1,2,1,1,0,18,264,0,0,1,0,1,0,0,0,95,1150,2,1,1,1,0
1,41,25,0,0,0,1,1,1,2,0,21,388,0,0,0,0,0,0,0,0,45,650,1,0,0,0,1
2,49,27,0,0,0,0,0,0,1,0,14,146,0,0,1,0,0,0,0,0,105,1250,1,0,1,1,0
1,40,27,0,0,0,1,0,0,2,0,15,185,0,0,0,0,0,0,0,0,85,1050,1,0,0,0,1
1,41,26,0,0,0,1,2,1,1,0,13,139,1,0,1,0,1,0,0,1,105,1250,2,1,0,1,0
2,61,27,0,0,0,0,0,0,3,1,13,126,0,0,0,0,0,1,1,1,45,650,1,0,1,1,1
1,63,25,1,0,1,1,0,0,1,0,13,122,0,0,0,0,0,1,0,0,95,1150,2,0,0,1,0
2,49,26,0,0,0,0,0,0,2,0,14,148,1,0,1,0,0,0,0,1,55,750,1,1,1,0,1
1,60,25,0,0,0,1,0,0,1,0,20,351,0,1,0,1,0,0,0,0,105,1500,1,0,0,1,0
1,46,21,0,0,0,1,0,0,2,0,14,151,1,0,1,0,0,0,0,0,75,950,1,1,0,0,1
1,47,23,0,0,0,0,0,0,1,0,21,378,0,0,0,0,0,0,0,0,85,1300,2,0,0,1,0
2,53,26,0,0,0,1,0,0,2,0,16,194,0,0,0,0,0,0,0,0,55,750,2,0,1,0,1
1,56,23,0,0,0,1,0,0,1,0,18,261,0,0,0,0,1,0,0,0,65,850,1,0,0,1,0
2,57,27,0,0,0,0,0,0,2,0,13,142,0,0,0,0,0,0,0,0,40,1050,2,0,1,0,1
1,26,24,0,0,0,1,0,0,3,1,19,292,0,1,0,1,0,0,1,0,95,1150,2,0,0,1,1
1,42,25,0,0,0,0,0,0,2,0,13,137,0,0,0,0,0,1,0,1,105,1250,1,0,0,0,1
1,40,26,0,0,0,1,0,0,1,0,20,342,0,0,0,0,0,1,0,0,85,1050,2,0,0,1,0
1,41,21,0,0,0,0,0,0,2,0,19,274,0,0,0,0,0,0,0,1,65,850,2,0,0,0,1
1,60,27,0,0,0,0,0,0,1,0,21,375,1,0,1,0,1,0,0,0,75,950,2,1,0,1,0
2,61,22,0,0,1,1,1,1,2,0,18,262,0,0,0,0,0,0,0,1,85,1050,1,0,1,0,1
1,43,26,0,0,0,0,0,0,3,1,18,259,1,0,1,0,1,0,1,1,45,650,2,1,0,1,1
2,46,27,0,0,0,1,0,0,2,0,12,123,0,0,0,0,0,0,0,1,65,850,2,0,1,0,1
1,52,24,0,0,0,0,0,0,1,0,17,219,0,0,0,0,0,0,0,0,45,650,1,0,0,1,0
2,40,24,0,0,0,1,0,0,2,0,18,259,0,0,0,0,0,0,0,0,105,1400,2,0,1,0,1
2,46,27,0,0,0,0,0,0,1,0,18,262,0,0,0,0,0,1,0,0,65,850,2,0,1,1,0
1,48,27,0,0,0,1,0,0,2,0,15,167,0,0,0,0,0,1,0,0,95,1150,2,0,0,0,1
1,39,23,0,0,0,0,0,0,1,0,19,293,0,0,1,0,1,0,0,0,105,1300,1,0,0,1,0
2,36,21,0,0,0,0,0,0,3,1,21,381,0,0,0,0,0,0,1,1,105,1000,1,0,1,1,1
1,46,26,0,0,0,1,0,0,3,1,14,152,0,0,0,0,0,0,1,0,85,1050,2,0,0,1,1
1,49,27,1,1,1,0,1,1,2,0,15,182,0,0,0,0,1,0,0,1,115,1350,2,0,0,0,1
1,51,24,0,0,0,0,0,0,1,0,12,116,1,0,0,0,0,0,0,1,105,1250,1,0,0,1,0
2,46,23,0,0,0,1,1,1,2,0,12,120,0,0,0,0,0,0,0,0,35,1250,2,0,1,0,1
1,46,23,0,0,0,0,0,0,1,0,19,280,1,0,1,0,1,0,0,0,105,1250,2,1,0,1,0
2,50,22,0,0,0,1,0,0,2,0,14,160,0,0,0,0,0,0,0,0,95,1150,2,0,1,0,1
1,56,23,0,0,0,1,0,0,1,0,15,175,1,0,0,0,0,0,0,0,45,650,1,0,0,1,0
1,58,25,0,0,0,0,0,0,2,0,21,383,0,0,0,0,0,0,0,0,55,750,2,0,0,0,1
1,69,27,0,0,0,1,1,1,1,0,18,248,0,0,0,0,0,0,0,0,95,1150,2,0,0,1,0
1,43,25,0,0,0,1,0,0,2,0,20,353,0,0,0,0,0,0,0,0,55,750,1,0,0,0,1
2,65,23,0,0,1,0,0,0,1,0,17,222,0,0,0,0,0,0,0,0,115,1600,1,0,1,1,0
1,48,26,0,0,0,1,0,0,3,1,13,127,0,0,0,0,0,0,1,1,35,950,1,0,0,1,1
1,59,23,0,0,0,0,0,0,1,0,15,181,0,0,0,0,0,0,0,0,45,650,2,0,0,1,0
2,64,26,0,1,0,0,0,0,2,0,17,216,0,0,0,0,0,0,0,0,55,750,2,0,1,0,1
1,46,21,0,0,0,1,1,1,1,0,20,364,1,0,1,0,1,0,0,0,45,650,1,1,0,1,0
2,41,22,0,0,0,0,0,0,2,0,18,257,0,0,0,0,0,0,0,0,45,650,2,0,1,0,1
1,50,27,0,0,0,0,0,0,3,1,12,106,0,1,0,1,1,0,1,1,95,1150,2,0,0,1,1
1,61,26,0,0,0,1,1,1,2,0,15,169,0,0,1,0,1,1,0,0,105,1250,1,1,0,0,1
2,45,22,0,0,0,0,0,0,1,0,14,158,0,0,0,0,0,1,0,0,65,850,2,0,1,1,0
1,59,27,0,0,0,0,0,0,2,0,14,157,0,0,0,0,0,0,0,0,75,950,2,0,0,0,1
1,65,24,0,0,1,1,0,0,1,0,15,179,0,0,0,0,0,0,0,0,75,950,2,0,0,1,0
1,63,23,0,0,0,0,0,0,3,1,13,122,0,1,0,1,0,0,1,0,35,950,1,0,0,1,1
2,63,23,0,0,0,0,0,0,1,0,17,223,0,0,0,0,1,0,0,0,85,1050,2,0,1,1,0
2,63,28,0,0,0,1,0,0,2,0,17,229,0,0,0,0,0,0,0,0,85,1050,1,0,1,0,1
1,64,23,0,0,0,0,0,0,1,0,12,103,0,0,0,0,0,0,0,0,75,950,1,0,0,1,0
1,50,23,1,0,0,0,0,0,3,1,21,385,0,0,0,0,0,0,1,0,75,950,1,0,0,1,1
1,54,23,0,0,0,1,0,0,1,0,20,363,0,0,0,0,1,0,0,0,65,850,2,0,0,1,0
2,52,22,0,0,0,0,0,0,2,0,14,157,0,0,0,0,0,0,0,1,35,1050,2,0,1,0,1
2,64,23,0,0,0,1,0,0,1,0,17,226,0,0,1,0,0,1,0,0,75,1600,1,0,1,1,0
2,50,24,0,0,0,0,0,0,2,0,12,114,0,0,0,0,0,1,0,1,45,650,1,0,1,0,1
1,23,26,0,0,0,1,0,0,1,0,12,123,0,0,0,0,1,0,0,1,75,950,2,0,0,1,0
1,54,28,0,1,0,1,0,0,1,0,13,134,0,0,0,0,0,0,0,1,80,700,1,0,0,1,0
2,35,26,0,0,0,1,0,0,1,0,17,218,0,0,0,0,1,0,0,0,80,600,2,1,0,1,0
1,25,23,0,0,0,0,0,0,1,0,15,186,0,0,0,0,1,0,0,1,70,500,2,0,1,1,0
1,54,28,0,0,0,1,0,0,2,0,12,103,0,0,0,0,0,0,0,1,50,800,1,1,0,0,1
1,40,26,0,0,0,1,0,0,1,0,12,112,0,1,1,0,1,1,0,0,80,500,1,0,0,1,0
2,56,26,0,0,0,0,1,1,2,0,18,256,0,0,0,0,1,0,0,1,90,1200,1,1,1,0,1
1,61,24,0,0,0,0,0,0,1,0,12,109,0,0,0,1,0,0,0,0,40,500,2,0,0,1,0
2,47,28,0,0,0,0,0,0,2,0,19,278,1,0,0,0,1,0,0,0,50,900,2,1,0,0,1
1,35,24,0,0,0,1,0,0,1,0,22,428,0,0,0,0,0,0,0,0,85,700,1,0,0,1,0
1,53,27,0,0,0,1,0,0,3,1,13,123,0,0,0,0,0,0,0,0,40,700,2,0,1,1,1
1,45,29,0,1,0,1,2,1,1,0,22,410,0,0,0,0,0,0,0,0,40,800,2,0,0,1,0
1,44,24,0,0,0,1,0,0,2,0,18,263,0,0,0,0,1,0,0,0,60,600,1,0,1,0,1
2,59,27,0,0,0,0,0,0,1,0,21,368,1,0,0,0,0,0,0,0,70,500,2,0,1,1,0
1,60,28,0,0,0,1,0,0,2,0,18,260,0,0,0,0,0,0,0,0,90,600,2,0,1,0,1
2,48,25,0,0,0,0,1,1,1,0,21,373,1,1,1,0,1,0,0,0,90,1000,2,0,0,1,0
1,61,24,0,0,0,0,0,0,2,0,16,208,0,0,0,0,0,0,0,0,80,800,1,0,0,0,1
1,50,27,0,0,0,0,0,0,1,0,12,104,0,0,0,0,1,1,0,0,110,1500,2,0,1,1,0
1,42,23,1,0,0,0,1,1,2,0,15,179,0,0,0,0,0,1,0,0,50,800,1,0,1,0,1
1,36,23,0,0,0,0,2,1,1,0,16,202,0,0,0,0,0,0,0,0,50,500,1,0,1,1,0
1,61,27,0,0,0,0,0,0,2,0,21,376,0,0,0,1,0,0,0,0,50,500,1,0,0,0,1
2,36,29,0,0,0,0,0,0,1,0,21,374,0,1,1,0,0,0,0,1,50,800,2,1,0,1,0
1,51,21,1,0,0,1,0,0,2,0,21,380,0,0,0,0,0,0,0,0,40,900,2,0,0,0,1
1,36,28,0,0,0,0,0,0,1,0,13,129,0,0,0,0,0,0,0,0,60,500,1,0,1,1,0
2,50,22,0,0,0,0,0,0,2,0,17,234,0,0,0,0,0,0,0,0,80,700,1,0,0,0,1
1,49,25,0,0,0,0,0,0,1,0,21,373,0,1,1,0,0,0,0,0,60,600,2,0,1,1,0
1,50,24,0,0,0,1,0,0,2,0,14,145,0,0,0,0,0,0,0,0,50,700,2,1,0,0,1
2,64,24,0,0,0,0,0,0,1,0,13,130,0,1,0,0,0,0,0,0,80,1500,2,0,0,1,0
1,38,28,0,0,0,0,0,0,3,1,15,174,0,0,0,0,1,0,1,0,110,1000,2,1,0,1,1
1,60,27,0,0,0,0,2,1,1,0,21,384,0,0,0,0,0,0,0,0,40,700,1,0,1,1,0
2,58,23,0,0,0,0,0,0,2,0,15,169,1,0,0,0,0,1,0,0,90,700,1,0,0,0,1
1,68,22,0,0,0,0,1,1,1,0,21,384,0,0,0,0,0,0,0,0,100,900,2,0,0,1,0
1,71,25,0,0,0,1,0,0,2,0,21,387,0,0,0,1,0,0,0,0,90,800,2,0,0,0,1
2,38,26,0,0,0,0,0,0,1,0,21,372,0,0,0,0,0,0,0,0,100,900,2,1,1,1,0
1,52,22,0,0,0,0,0,0,2,0,17,229,0,0,0,0,0,0,0,0,80,900,2,1,0,0,1
1,61,25,0,0,0,0,0,0,1,0,14,144,0,0,0,0,1,0,0,0,30,1500,2,0,0,1,0
1,65,28,1,0,0,0,0,0,2,0,14,153,1,0,0,0,0,0,0,0,50,1000,2,1,1,0,1
1,50,22,0,0,0,1,0,0,1,0,19,283,0,1,1,0,0,0,0,0,100,900,2,0,0,1,0
2,32,22,0,0,0,0,2,1,2,0,22,400,0,0,0,0,0,1,0,0,70,900,1,0,1,0,1
1,55,26,0,1,0,1,1,1,1,0,13,122,1,1,1,0,0,1,0,0,100,500,1,0,0,1,0
1,60,24,0,0,0,0,0,0,2,0,21,369,0,0,0,0,0,0,0,0,90,800,1,0,0,0,1
1,62,25,0,0,0,0,0,0,1,0,15,170,1,0,0,0,0,0,0,1,120,900,2,0,1,1,0
1,39,22,0,0,0,0,2,1,2,0,18,260,1,0,0,1,0,0,0,0,80,800,1,0,1,0,1
2,38,28,0,1,0,0,0,0,2,0,14,143,0,0,0,0,0,0,0,0,100,900,2,1,0,0,1
2,49,23,0,0,0,0,0,0,2,0,13,139,0,1,1,0,0,0,0,1,120,1000,2,0,1,0,1
1,45,21,0,0,0,1,0,0,1,0,18,259,0,0,0,0,0,0,0,1,60,1000,2,0,0,1,0
1,60,26,0,0,0,0,0,0,2,0,15,185,0,0,0,0,0,0,0,0,80,900,1,0,0,0,1
1,59,24,0,0,0,0,0,0,3,1,16,207,0,0,0,0,1,0,1,0,90,900,2,0,0,1,1
2,55,28,0,0,0,1,0,0,2,0,22,402,1,0,1,1,0,0,0,0,40,1200,2,0,1,0,1
1,36,23,0,0,0,1,0,0,1,0,18,253,0,0,0,1,0,0,0,0,100,900,1,1,0,1,0
2,54,29,0,0,0,0,0,0,2,0,19,287,0,0,0,0,0,0,0,1,50,500,2,0,0,0,1
1,53,27,0,0,0,1,0,0,1,0,18,262,0,0,0,0,0,0,0,1,50,600,2,0,1,1,0
1,47,28,0,1,0,0,0,0,2,0,20,353,0,0,0,0,1,0,0,0,50,600,1,1,0,0,1
2,36,22,1,0,0,1,0,0,1,0,18,250,0,0,0,1,0,0,0,0,80,650,2,0,0,1,0
1,37,29,1,0,0,1,0,0,2,0,13,141,1,0,0,0,1,0,0,0,50,550,2,0,1,0,1
1,59,28,0,0,0,0,0,0,1,0,14,162,0,0,0,0,0,0,0,0,80,750,2,0,0,1,0
1,38,25,1,0,0,0,0,0,1,0,12,116,0,0,0,0,0,0,0,0,80,650,1,0,1,1,0
1,55,26,0,0,0,1,1,1,2,0,17,223,0,1,1,0,1,0,0,1,40,1050,2,0,0,0,1
2,58,27,0,0,0,0,0,0,1,0,12,106,0,0,0,0,0,0,0,0,40,550,2,0,0,1,0
2,48,26,0,0,0,0,0,0,2,0,19,280,0,0,0,0,0,0,0,0,100,550,1,0,0,0,1
1,61,27,0,0,1,0,0,0,1,0,13,126,0,0,0,0,0,0,0,0,50,1700,2,0,0,1,0
1,62,23,0,0,0,0,0,0,2,0,17,235,0,0,0,0,0,0,0,0,80,950,2,0,0,0,1
1,48,23,0,0,0,1,0,0,1,0,22,409,0,0,0,0,0,0,0,0,80,1150,2,0,0,1,0
1,63,25,0,0,0,0,0,0,2,0,14,151,0,0,0,0,0,0,0,0,40,550,2,0,1,0,1
2,58,27,0,0,0,1,0,0,1,0,21,378,0,0,0,0,0,0,0,0,90,1200,2,0,0,1,0
1,26,26,0,0,0,0,0,0,2,0,16,205,0,1,1,0,0,1,0,0,60,650,2,0,0,0,1
1,19,30,0,0,0,0,0,0,1,0,20,354,0,0,0,0,0,1,0,0,40,750,2,0,0,1,0
1,62,26,0,0,0,1,1,1,1,0,18,248,0,0,0,0,0,0,0,0,110,750,1,0,0,1,0
2,60,21,0,0,0,0,0,0,1,0,15,186,0,1,1,1,0,1,0,0,90,1050,2,1,0,1,0
1,41,22,0,0,1,1,1,1,2,0,20,341,0,0,0,0,0,1,0,0,80,750,2,0,1,0,1
2,63,24,1,0,0,1,0,0,1,0,21,382,1,0,0,0,0,0,0,0,60,850,2,0,0,1,0
1,39,21,0,0,0,0,0,0,2,0,22,421,0,0,0,0,1,0,0,0,90,750,1,0,1,0,1
2,48,29,0,0,0,1,0,0,1,0,20,339,0,0,0,0,0,0,0,0,70,850,2,0,0,1,0
1,65,22,1,0,0,0,0,0,2,0,15,167,0,0,0,0,0,0,0,0,80,950,2,0,1,0,1
1,56,26,0,0,0,0,1,1,1,0,18,244,0,1,1,0,0,0,0,0,80,1150,2,0,0,1,0
1,41,26,0,0,0,1,0,0,2,0,19,275,0,0,0,0,0,1,0,0,60,1050,2,0,1,0,1
1,44,25,0,0,0,0,0,0,1,0,18,249,0,0,0,0,1,1,0,0,50,550,1,0,0,1,0
2,47,25,0,0,0,0,0,0,2,0,17,228,0,0,0,1,0,0,0,0,80,1500,2,0,0,0,1
2,44,22,0,0,0,0,0,0,3,1,13,135,0,0,0,0,1,0,0,0,25,950,2,0,0,1,1
1,50,28,0,0,0,0,0,0,3,1,18,261,0,1,1,0,0,0,1,0,120,550,1,0,1,1,1
1,65,23,0,0,0,1,1,1,1,0,12,104,0,0,0,0,0,0,0,0,40,1250,2,1,0,1,0
2,61,26,0,0,0,1,0,0,2,0,18,249,0,0,0,0,1,0,0,0,110,950,2,0,0,0,1
2,62,23,0,1,0,0,0,0,1,0,16,207,0,0,0,0,0,0,0,0,50,1150,1,0,0,1,0
2,64,30,0,0,0,1,1,1,2,0,12,113,0,0,0,0,0,0,0,0,70,1500,2,0,0,0,1
1,54,24,0,0,0,0,0,0,1,0,13,129,0,0,0,1,0,0,0,1,25,950,2,1,0,1,0
2,55,24,0,0,1,1,0,0,2,0,21,366,0,0,0,0,0,0,0,1,60,950,2,0,1,0,1
1,57,26,0,0,0,1,0,0,2,0,20,344,1,0,0,1,0,0,0,0,70,650,1,0,0,0,1
1,50,29,0,0,0,1,0,0,2,0,20,351,1,0,0,0,0,0,0,1,90,550,2,0,0,0,1
2,27,22,1,0,0,1,0,0,1,0,13,130,0,0,0,1,0,0,0,0,40,1050,2,0,0,1,0
1,32,27,0,0,0,0,0,0,3,1,17,229,1,0,0,0,1,0,1,0,100,1200,2,0,0,1,1
1,65,28,0,0,0,0,0,0,1,0,14,155,0,0,0,1,0,0,0,0,80,900,2,0,0,1,0
2,59,27,0,0,0,0,0,0,3,1,18,262,0,0,0,0,1,0,0,0,60,950,2,0,0,1,1
1,48,28,0,0,0,1,0,0,1,0,13,137,0,0,0,0,0,0,0,0,80,850,2,0,0,1,0
1,39,29,0,0,0,0,0,0,1,0,19,282,0,0,0,0,0,0,0,1,25,650,2,1,1,1,0
1,66,25,0,0,0,0,0,0,2,0,15,168,0,0,0,0,0,0,0,0,60,950,2,0,0,0,1
2,50,27,0,0,0,1,0,0,1,0,19,285,0,0,0,0,1,0,0,0,60,1500,1,0,0,1,0
2,34,27,0,1,1,0,0,0,2,0,13,139,1,1,1,0,0,0,0,0,90,550,2,0,1,0,1
1,63,25,1,0,0,1,0,0,1,0,18,248,0,0,0,0,1,0,0,0,70,650,2,0,0,1,0
1,36,28,0,0,0,1,0,0,2,0,20,362,0,0,0,0,0,0,0,0,40,550,1,0,1,0,1
1,50,27,0,0,0,0,0,0,1,0,19,276,0,0,0,1,0,0,0,0,70,550,2,0,0,1,0
